X,Y
4.072279627829822,0.9813208851441191
1.7243316917748124,1.124653176675893
1.901980902994445,1.0424345871630758
4.91406816603608,0.9493322889230305
1.1658684962983252,1.186924899905381
1.7929976496548394,1.0842343012332623
2.152752859443811,1.0718540289555336
3.2290615146657355,1.0169973946620001
3.185308815024169,1.0153262727876837
4.520139806169878,0.9577786317327025
4.572095339496282,1.0171844913130976
2.37914012915775,1.017606552815082
2.165318600901001,1.0041603630056888
0.1252300359832892,1.8044541066430322
4.418419996263053,1.0523426795488444
1.4404029559943328,1.0882743075494818
3.1406248890641097,1.0453282782913227
1.7331370602217144,1.0614249276576735
3.7358050735472164,1.0150829199571467
3.2858159883977107,1.005497501938826
3.1024302199099707,0.9572678171203682
1.690144210159784,1.0354188856468025
0.41985690774575923,1.5336389204032792
4.814618256250391,0.9890577493020654
4.924443216538804,1.0097364260458037
3.4229285338509223,1.0005179457887814
3.3543607465799674,0.9922876779480343
4.4767680255071465,1.041149156520014
2.088100132484361,1.0196539618727618
3.641498045213817,1.0519174999259824
4.334121669843628,0.98067418179709
0.010773378740255857,1.9706948518610545
2.9906554171841067,1.0744739151678064
2.3612322115903916,1.0124317879913796
3.1411137449359563,0.9849965614461679
1.3385674201044717,1.1333999850118295
4.347402749822182,1.0218917132711425
0.6906954732683773,1.335006996914795
3.9150708227258706,1.0420655641506433
0.08232242581369176,1.863823106161688
3.2827621595316887,1.0596510623165218
2.270768508442091,1.0790281922385654
1.8339239374175265,1.0882630087604006
0.8551000477183135,1.2620220146084162
0.10836917333034823,1.8435550458107648
4.0176626140186364,1.0024735030424223
3.1910657333862114,1.0032915799659328
0.349163820732456,1.5960873816928947
3.5995271971045124,0.9925332824417482
4.622362369505685,0.9932400481551651
2.004095111504562,1.0200363621374564
2.7275264088531754,0.9879935627631635
4.301846649228185,1.0181422339142476
1.6135698912359253,1.0841111409547919
2.093897876546753,1.0271323026535597
0.948744442083127,1.2418149289538023
3.525985706788548,0.9734801996142466
0.33797198524840477,1.6023122559273777
3.821562510708725,1.0260303871235388
0.08993799450214557,1.9119924745716943
3.7964054931172733,1.0016571465669835
4.720738268077759,1.0143769627810606
0.8864643647412085,1.2459255778870157
2.4025287500769323,1.0091226913212512
3.5284283733124466,1.005422374805458
0.6938720683726396,1.323082000680707
0.5289766024302717,1.422164417306572
3.7785387761650724,1.013238257724342
3.060219237296515,1.0035757945671855
1.2841002914909567,1.1335182518603855
4.446879350364084,0.9915983501334912
3.819813545120066,0.9658861057742408
4.389247123948156,1.0148762287553992
4.440714497937463,1.0416092281192175
0.4679718808329597,1.4980798751718754
3.9453805012635694,1.0248092868193388
1.6066929831560546,1.110336923260353
3.9227280909729667,0.9860366785487388
4.978255016119577,1.0322205417536203
2.2534014765781656,1.0641515260066001
2.846768824824688,1.0416474079552283
1.5756457578280698,1.1087428998688935
1.7308433910187515,1.0949223839429083
3.0278223464279304,0.9964393524716436
1.833714221921846,1.0699842118059664
3.3372374191270557,1.011253727636719
3.178176303578899,0.981760169928785
0.3789249900105979,1.648350432293364
3.3314157234837327,0.9616471265884043
3.554335191988585,1.0247385842715866
3.480744735887584,0.9648115683784761
3.006717312892434,0.9931473117833219
4.761094495211598,1.0553013120253023
1.2870182900010663,1.1630907587890094
3.6113218126107753,1.0510900553856592
4.295962353905973,1.0130851825870648
4.4882541306658466,1.0196302820982284
4.900063390140193,0.9912588222827811
0.4734022323089454,1.4766195326045695
2.6115961696840206,0.9766429588082712
